Event,Site,Date,Round,White,Black,Result,CurrentPosition,TimeZone,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,TimeControl,Termination,StartTime,EndDate,EndTime,Link,Full Opening Name,Main Opening Name,Variation Opening Name,Win-Loss-Draw,Total Moves,White Accuracy,Black Accuracay,Black Total Blunders,Black Total Mistakes,White Total Blundres,White Total Mistakes,Black First Blunder,Black First Mistake,White First Blunder,White First Mistake
Live Chess,Chess.com,2025.05.06,-,FreakWhenSee,Eroz86,1-0,5k2/pR6/2pN2pp/8/4P3/3P4/PPP3K1/8 b - - 0 36,UTC,C50,https://www.chess.com/openings/Giuoco-Piano-Game-Giuoco-Pianissimo-Italian-Four-Knights-Variation-5...O-O,2025.05.06,02:27:03,1645,1631,600,FreakWhenSee won by resignation,02:27:03,2025.05.06,02:43:33,https://www.chess.com/game/live/138149964436,"Giuoco Piano Game: Giuoco Pianissimo, Italian Four Knights Variation",Giuoco Piano Game,"Giuoco Pianissimo, Italian Four Knights Variation",Win,36,71,78.85,1,5,0,2,32,18,,20
Live Chess,Chess.com,2025.05.06,-,Call1800Phen,FreakWhenSee,0-1,rnb1k2r/pp2pp1p/q1pp2pQ/8/4P3/1P1P1P2/P1P3PP/bN2K1NR w Kkq - 0 11,UTC,B07,https://www.chess.com/openings/Pirc-Defense,2025.05.06,00:57:02,1614,1637,600,FreakWhenSee won by resignation,00:57:02,2025.05.06,00:58:53,https://www.chess.com/game/live/138148401668,Pirc Defense,Pirc Defense,,Win,10,84.03,69.47,0,0,1,1,,,6,10
Live Chess,Chess.com,2025.05.06,-,FreakWhenSee,Dzevadz,1-0,r2qk2r/ppp2Qpn/2np3p/4pPb1/2B1P3/P1NP3P/1PP2P2/R1B2RK1 b kq - 0 14,UTC,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4,2025.05.06,00:52:45,1629,1628,600,FreakWhenSee won by checkmate,00:52:45,2025.05.06,00:56:30,https://www.chess.com/game/live/138148326918,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Win,14,86.33,81.82,1,0,0,0,13,,,
Live Chess,Chess.com,2025.05.06,-,FreakWhenSee,Anatol231,0-1,r5k1/pp1n2p1/1q2p1P1/3pP1P1/8/P1N3n1/1P1B4/R2QKrNR w - - 1 23,UTC,B11,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Mindeno-Retreat-Line,2025.05.06,00:42:35,1621,1655,600,Anatol231 won by checkmate,00:42:35,2025.05.06,00:51:48,https://www.chess.com/game/live/138148148894,"Caro-Kann Defense: Two Knights, Mindeno, Retreat Line",Caro-Kann Defense,"Two Knights, Mindeno, Retreat Line",Loss,22,73.1,92.52,0,0,1,3,,,21,7
Live Chess,Chess.com,2025.05.06,-,jmac9999,FreakWhenSee,1-0,5Q1k/5p1p/3p2p1/3Pn3/2p1P1P1/5P2/6P1/2q2NK1 b - - 1 37,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Sveshnikov-Jansa-Attack-5...b5,2025.05.06,00:25:06,1641,1629,600,jmac9999 won by checkmate,00:25:06,2025.05.06,00:41:49,https://www.chess.com/game/live/138147840250,"Pirc Defense: Main Line, Sveshnikov-Jansa Attack",Pirc Defense,"Main Line, Sveshnikov-Jansa Attack",Loss,37,81.69,80.49,2,7,1,6,34,12,30,10
Live Chess,Chess.com,2025.05.06,-,FreakWhenSee,anandha_r,1/2-1/2,6rk/pp3p1p/2p2Q2/8/6P1/1P6/4q1P1/5R1K b - - 10 31,UTC,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4-Nf6,2025.05.06,00:14:13,1637,1649,600,Game drawn by repetition,00:14:13,2025.05.06,00:23:59,https://www.chess.com/game/live/138147647912,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Draw,31,73.79,67.11,3,4,2,1,22,4,20,4
Live Chess,Chess.com,2025.05.04,-,morphyleo,FreakWhenSee,1-0,2k5/7R/8/2P1K1N1/1Pr5/8/7p/8 b - - 2 65,UTC,B07,https://www.chess.com/openings/Pirc-Defense,2025.05.04,15:56:11,1645,1637,600,morphyleo won on time,15:56:11,2025.05.04,16:14:15,https://www.chess.com/game/live/138097711596,Pirc Defense,Pirc Defense,,Loss,65,67.97,63.3,2,6,2,7,17,7,58,7
Live Chess,Chess.com,2025.05.04,-,AsenDapev,FreakWhenSee,1-0,2k1r1r1/p2bpRbB/2p4p/4P3/2PP3p/4R2P/P2N2P1/6K1 b - - 2 25,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Byrne-Variation-4...Bg7-5.Qd2-c6,2025.05.04,15:44:06,1641,1645,600,AsenDapev won by resignation,15:44:06,2025.05.04,15:55:15,https://www.chess.com/game/live/138097310170,"Pirc Defense: Main Line, Byrne Variation",Pirc Defense,"Main Line, Byrne Variation",Loss,25,87.83,76.45,0,4,0,2,,13,,13
Live Chess,Chess.com,2025.05.04,-,FreakWhenSee,pcrawler,1-0,4R3/3B2k1/8/1p5p/7K/2n2P2/2P4P/8 w - - 0 43,UTC,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nc3-Qd8-4.Nf3,2025.05.04,00:48:36,1654,1632,600,FreakWhenSee won by resignation,00:48:36,2025.05.04,01:01:54,https://www.chess.com/game/live/138076404272,Scandinavian Defense: Mieses-Kotrč Variation,Scandinavian Defense,Mieses-Kotrč Variation,Win,42,67.11,80.21,4,5,5,2,13,14,12,29
Live Chess,Chess.com,2025.05.04,-,cedoy02,FreakWhenSee,1-0,2Q2k2/4pr2/3p4/3P2R1/1pP1PP2/1P6/q4P2/5K2 b - - 2 41,UTC,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation...6.Be3-c6-7.Qd2-b5,2025.05.04,00:33:06,1662,1646,600,cedoy02 won by checkmate,00:33:06,2025.05.04,00:47:56,https://www.chess.com/game/live/138076143394,"Pirc Defense: Classical, Schlechter Variation",Pirc Defense,"Classical, Schlechter Variation",Loss,41,90.06,69.59,4,5,2,4,13,15,19,13
Live Chess,Chess.com,2025.05.04,-,Rope-A-Dope-Dope,FreakWhenSee,1-0,8/8/R7/4K3/8/8/6kp/8 b - - 0 73,UTC,A01,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-1...d6,2025.05.04,00:11:37,1675,1654,600,Rope-A-Dope-Dope won on time,00:11:37,2025.05.04,00:32:01,https://www.chess.com/game/live/138075782898,Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,,Loss,73,72.88,82.54,4,8,5,10,26,16,27,16
Live Chess,Chess.com,2025.05.03,-,FreakWhenSee,SiJaro,1-0,rn1b1r2/1b5k/p3pPpQ/1p1pP2p/2pP4/P1P5/B1PB2PP/R4RK1 b - - 3 24,UTC,B20,https://www.chess.com/openings/Sicilian-Defense-Bowdler-Attack-2...e6-3.Nc3,2025.05.03,15:28:15,1662,1653,600,FreakWhenSee won by resignation,15:28:15,2025.05.03,15:31:46,https://www.chess.com/game/live/138061740822,Sicilian Defense: Bowdler Attack,Sicilian Defense,Bowdler Attack,Win,24,98,68.45,2,2,0,2,14,16,,12
Live Chess,Chess.com,2025.05.03,-,FreakWhenSee,vecon101,0-1,r5nr/p1pk2pp/1pn5/3p2B1/3P4/2P2N2/P1P2P1P/2K1R3 w - - 2 17,UTC,B00,https://www.chess.com/openings/Owens-Defense...3.Nc3-e6-4.Bd3-Bb4,2025.05.03,15:22:15,1654,1664,600,vecon101 won by resignation,15:22:15,2025.05.03,15:27:32,https://www.chess.com/game/live/138061550322,Owen's Defense,Owen's Defense,,Loss,16,81.56,77.51,0,0,0,3,,,,7
Live Chess,Chess.com,2025.05.03,-,BustamanHamim,FreakWhenSee,1-0,2r2rk1/pp6/2bp3Q/q2n2p1/4Np2/1B3N1P/Pb3PPB/R4RK1 w - - 1 25,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.05.03,15:16:10,1694,1662,600,BustamanHamim won by resignation,15:16:10,2025.05.03,15:20:52,https://www.chess.com/game/live/138061356866,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Loss,24,54.35,70.15,3,4,1,5,19,9,21,9
Live Chess,Chess.com,2025.05.02,-,brokenpoor,FreakWhenSee,0-1,8/5pbk/3p2p1/B1p4p/4P3/1p5P/6P1/6K1 w - - 0 48,UTC,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation-5...O-O,2025.05.02,03:05:11,1663,1670,600,FreakWhenSee won by resignation,03:05:11,2025.05.02,03:21:21,https://www.chess.com/game/live/138007654970,"Pirc Defense: Classical, Schlechter Variation",Pirc Defense,"Classical, Schlechter Variation",Win,47,77.56,78.59,2,6,4,7,24,25,28,14
Live Chess,Chess.com,2025.05.02,-,FreakWhenSee,Pero_adv,0-1,r5k1/pp3p1p/1qn2npB/2bp4/8/1P1Q3B/P1PR1PPP/RN2r1K1 w - - 3 16,UTC,C01,https://www.chess.com/openings/French-Defense-Exchange-Variation...4.Nf3-Nf6-5.Bd3-c5-6.O-O,2025.05.02,03:00:05,1662,1688,600,Pero_adv won by resignation,03:00:05,2025.05.02,03:04:18,https://www.chess.com/game/live/138007567302,French Defense: Exchange Variation,French Defense,Exchange Variation,Loss,15,69.44,72.66,0,0,1,1,,,15,14
Live Chess,Chess.com,2025.05.02,-,FreakWhenSee,mukivuqiterna,1-0,rnb2rk1/ppp2ppp/3p4/8/3NP3/3P3R/P1P1B1PP/1R1QK3 b - - 0 16,UTC,C28,https://www.chess.com/openings/Vienna-Game-Falkbeer-Vienna-Gambit,2025.05.02,02:53:25,1670,1631,600,FreakWhenSee won by resignation,02:53:25,2025.05.02,02:59:12,https://www.chess.com/game/live/138007451338,"Vienna Game: Falkbeer, Vienna Gambit",Vienna Game,"Falkbeer, Vienna Gambit",Win,16,70.74,65.04,1,1,0,4,15,3,,5
Live Chess,Chess.com,2025.05.02,-,Poderb,FreakWhenSee,1-0,5rk1/2n1p3/3p2p1/1ppP4/2P5/1P1B3P/6P1/1R2R1K1 b - - 2 32,UTC,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-Nf6-3.Bd3-g6,2025.05.02,02:40:30,1670,1663,600,Poderb won by resignation,02:40:30,2025.05.02,02:52:37,https://www.chess.com/game/live/138007225552,Pirc Defense,Pirc Defense,,Loss,32,72.57,83.54,0,6,0,4,,9,,10
